"","tid","school_year","school_code","job_code","degree","t_is_teacher","experience","hire_date","termination_date"
"31",8,2009,460,"Teacher","Bachelor's Degree",1,3,"8/19/2006",""
"32",8,2010,460,"Teacher","Bachelor's Degree",1,4,"8/19/2006",""
"33",8,2011,460,"Teacher","Bachelor's Degree",1,5,"8/19/2006",""
"34",8,2012,460,"Teacher","Bachelor's Degree",1,NA,"8/19/2006",""
"35",9,2004,405,"Teacher","Bachelor's Degree",1,18,"8/14/1991",""
"36",9,2005,405,"Teacher","Bachelor's Degree",1,19,"8/14/1991",""
"37",9,2006,405,"Teacher","Bachelor's Degree",1,19,"8/14/1991",""
"38",9,2007,405,"Teacher","Bachelor's Degree",1,20,"8/14/1991",""
"39",9,2008,485,"Teacher","Master's Degree",1,21,"8/14/1991",""
"40",9,2009,485,"Teacher","Master's Degree",1,22,"8/14/1991",""
"41",9,2010,485,"Teacher","Master's Degree",1,23,"8/14/1991",""
"42",9,2011,280,"Principal / Assistant Principal","Master's Degree",0,NA,"8/14/1991",""
"43",9,2012,280,"Principal / Assistant Principal","Master's Degree",0,NA,"8/14/1991",""
"44",10,2006,485,"Teacher","Master's Degree",1,11,"1/30/2006","7/2/2010"
"45",10,2007,580,"Teacher","Master's Degree",1,12,"1/30/2006","7/2/2010"
"46",10,2008,580,"Teacher","Master's Degree",1,13,"1/30/2006","7/2/2010"
"47",10,2009,435,"Teacher","Master's Degree",1,14,"1/30/2006","7/2/2010"
"48",10,2010,514,"Teacher","Master's Degree",1,15,"1/30/2006","7/2/2010"
"49",11,2004,800,"Counselor",NA,0,NA,"8/5/2003","8/7/2004"
"50",11,2006,430,"Teacher","Master's Degree",1,27,"8/20/2005","8/8/2011"
"51",11,2007,430,"Teacher","Master's Degree",1,27,"8/20/2005","8/8/2011"
"52",11,2008,9,"Substitute","Master's Degree",0,NA,"8/20/2005","8/8/2011"
"53",11,2009,9,"Substitute","Master's Degree",0,NA,"8/20/2005","8/8/2011"
"54",11,2010,9,"Substitute","Master's Degree",0,NA,"8/20/2005","8/8/2011"
"55",11,2011,9,"Substitute","Master's Degree",0,NA,"8/20/2005","8/8/2011"
"56",12,2004,525,"Teacher","Bachelor's Degree",1,12,"8/22/1993",""
"57",12,2005,525,"Teacher","Bachelor's Degree",1,13,"8/22/1993",""
"58",12,2006,525,"Teacher","Bachelor's Degree",1,13,"8/22/1993",""
"59",12,2007,525,"Teacher","Bachelor's Degree",1,14,"8/22/1993",""
"60",12,2008,525,"Teacher","Bachelor's Degree",1,15,"8/22/1993",""
"61",12,2009,525,"Teacher","Bachelor's Degree",1,16,"8/22/1993",""
"62",12,2010,525,"Teacher","Bachelor's Degree",1,17,"8/22/1993",""
"63",12,2011,525,"Teacher","Bachelor's Degree",1,18,"8/22/1993",""
"64",12,2012,525,"Teacher","Bachelor's Degree",1,NA,"8/22/1993",""
"65",13,2009,513,"Temp",NA,0,NA,"8/29/2008",""
"66",13,2010,513,"Temp",NA,0,NA,"8/29/2008",""
"67",13,2011,513,"Temp",NA,0,NA,"8/29/2008",""
"68",13,2012,490,"Teacher","Bachelor's Degree",1,NA,"8/29/2008",""
"69",14,2011,475,"Teacher","Bachelor's Degree",1,3,"8/27/2010","6/25/2011"
"70",15,2010,570,"Teacher","Bachelor's Degree",1,11,"8/28/2009","7/6/2010"
"71",16,2004,407,"Teacher","Master's Degree",1,1,"8/5/2000","8/5/2010"
"72",16,2005,407,"Teacher","Master's Degree",1,13,"8/5/2000","8/5/2010"
"73",16,2006,407,"Teacher","Master's Degree",1,13,"8/5/2000","8/5/2010"
"74",16,2007,407,"Teacher","Master's Degree",1,14,"8/5/2000","8/5/2010"
"75",16,2008,407,"Teacher","Master's Degree",1,15,"8/5/2000","8/5/2010"
"76",16,2009,407,"Teacher","Master's Degree",1,16,"8/5/2000","8/5/2010"
"77",16,2010,407,"Teacher","Master's Degree",1,17,"8/5/2000","8/5/2010"
"78",17,2004,540,"Teacher","Bachelor's Degree",1,25,"8/14/2003","7/31/2008"
"79",17,2005,540,"Teacher","Bachelor's Degree",1,26,"8/14/2003","7/31/2008"
"80",17,2006,540,"Teacher","Bachelor's Degree",1,26,"8/14/2003","7/31/2008"
"81",17,2007,540,"Teacher","Bachelor's Degree",1,27,"8/14/2003","7/31/2008"
"82",17,2008,570,"Teacher","Bachelor's Degree",1,27,"8/14/2003","7/31/2008"
"83",18,2004,590,"Teacher","Master's Degree",1,29,"8/17/2002","4/14/2006"
"84",18,2005,590,"Teacher","Master's Degree",1,30,"8/17/2002","4/14/2006"
"85",18,2006,590,"Teacher","Master's Degree",1,30,"8/17/2002","4/14/2006"
"86",19,2004,425,"Teacher","Bachelor's Degree",1,13,"9/18/2001",""
"87",19,2005,425,"Teacher","Bachelor's Degree",1,14,"9/18/2001",""
"88",19,2006,425,"Teacher","Bachelor's Degree",1,14,"9/18/2001",""
"89",19,2007,425,"Teacher","Bachelor's Degree",1,15,"9/18/2001",""
"90",19,2008,425,"Teacher","Bachelor's Degree",1,16,"9/18/2001",""
"91",19,2009,425,"Teacher","Bachelor's Degree",1,17,"9/18/2001",""
"92",19,2010,425,"Teacher","Bachelor's Degree",1,18,"9/18/2001",""
"93",19,2011,425,"Teacher","Bachelor's Degree",1,19,"9/18/2001",""
"94",19,2012,425,"Teacher","Bachelor's Degree",1,NA,"9/18/2001",""
"95",20,2004,590,"Teacher","Bachelor's Degree",1,13,"8/2/1992",""
"96",20,2005,590,"Teacher","Bachelor's Degree",1,14,"8/2/1992",""
"97",20,2006,560,"Teacher","Bachelor's Degree",1,14,"8/2/1992",""
"98",20,2007,560,"Teacher","Bachelor's Degree",1,15,"8/2/1992",""
"99",20,2008,560,"Teacher","Bachelor's Degree",1,16,"8/2/1992",""
"100",20,2009,560,"Teacher","Bachelor's Degree",1,17,"8/2/1992",""
"101",20,2010,560,"Teacher","Bachelor's Degree",1,18,"8/2/1992",""
"102",20,2011,560,"Teacher","Bachelor's Degree",1,19,"8/2/1992",""
"103",20,2012,560,"Teacher","Bachelor's Degree",1,NA,"8/2/1992",""
"104",21,2005,9,"Substitute",NA,0,NA,"11/14/2004",""
"105",21,2006,430,"Teacher","Master's Degree",1,11,"11/14/2004",""
"106",21,2007,430,"Teacher","Master's Degree",1,12,"11/14/2004",""
"107",21,2008,430,"Teacher","Master's Degree",1,13,"11/14/2004",""
"108",21,2009,430,"Teacher","Master's Degree",1,14,"11/14/2004",""
"109",21,2010,430,"Teacher","Master's Degree",1,15,"11/14/2004",""
"110",21,2011,430,"Teacher","Master's Degree",1,16,"11/14/2004",""
"111",21,2012,430,"Teacher","Master's Degree",1,NA,"11/14/2004",""
"112",22,2007,9,"Substitute",NA,0,NA,"9/3/2006","8/20/2008"
"113",22,2008,22,"Teacher","Bachelor's Degree",1,1,"9/3/2006","8/20/2008"
"114",23,2007,560,"Teacher","Doctorate Degree",1,11,"1/20/2007",""
"115",23,2008,560,"Teacher","Doctorate Degree",1,12,"1/20/2007",""
"116",23,2009,560,"Teacher","Doctorate Degree",1,13,"1/20/2007",""
"117",23,2010,560,"Teacher","Doctorate Degree",1,14,"1/20/2007",""
"118",23,2011,560,"Teacher","Doctorate Degree",1,15,"1/20/2007",""
"119",23,2012,560,"Teacher","Doctorate Degree",1,NA,"1/20/2007",""
"120",24,2004,222,"Classroom Assistant",NA,0,NA,"9/4/2003","7/6/2009"
"121",24,2005,222,"Substitute",NA,0,NA,"9/4/2003","7/6/2009"
"122",24,2006,222,"Classroom Assistant","Bachelor's Degree",0,NA,"9/4/2003","7/6/2009"
"123",24,2007,222,"Teacher","Bachelor's Degree",1,2,"9/4/2003","7/6/2009"
"124",24,2008,222,"Teacher","Bachelor's Degree",1,3,"9/4/2003","7/6/2009"
"125",24,2009,222,"Teacher","Bachelor's Degree",1,4,"9/4/2003","7/6/2009"
"126",25,2007,262,"Classroom Assistant",NA,0,NA,"8/10/2006",""
"127",25,2008,262,"Teacher","Bachelor's Degree",1,1,"8/10/2006",""
"128",25,2009,262,"Teacher","Bachelor's Degree",1,1,"8/10/2006",""
"129",25,2010,285,"Teacher","Bachelor's Degree",1,3,"8/10/2006",""
"130",25,2011,285,"Teacher","Bachelor's Degree",1,4,"8/10/2006",""
"131",25,2012,285,"Teacher","Bachelor's Degree",1,NA,"8/10/2006",""
"132",26,2004,279,"Teacher","Master's Degree",1,16,"8/20/1994",""
"133",26,2005,279,"Teacher","Master's Degree",1,17,"8/20/1994",""
"134",26,2006,279,"Teacher","Master's Degree",1,17,"8/20/1994",""
"135",26,2007,279,"Teacher","Master's Degree",1,18,"8/20/1994",""
"136",26,2008,279,"Teacher","Master's Degree",1,19,"8/20/1994",""
"137",26,2009,279,"Teacher","Master's Degree",1,20,"8/20/1994",""
"138",26,2010,279,"Teacher","Master's Degree",1,21,"8/20/1994",""
"139",26,2011,279,"Teacher","Master's Degree",1,22,"8/20/1994",""
"140",26,2012,279,"Teacher","Master's Degree",1,NA,"8/20/1994",""
"141",27,2006,513,"Temp",NA,0,NA,"2/5/2006","8/19/2007"
"142",27,2007,570,"Teacher","Master's Degree",1,7,"2/5/2006","8/19/2007"
"143",27,2010,520,"Teacher","Master's Degree",1,8,"7/10/2009","8/5/2011"
"144",27,2011,520,"Teacher","Master's Degree",1,9,"7/10/2009","8/5/2011"
"145",28,2004,540,"Teacher","Bachelor's Degree",1,6,"8/17/1999",""
"146",28,2005,540,"Teacher","Bachelor's Degree",1,7,"8/17/1999",""
"147",28,2006,540,"Teacher","Bachelor's Degree",1,7,"8/17/1999",""
"148",28,2007,540,"Teacher","Bachelor's Degree",1,8,"8/17/1999",""
"149",28,2008,540,"Teacher","Bachelor's Degree",1,9,"8/17/1999",""
"150",28,2009,540,"Teacher","Bachelor's Degree",1,10,"8/17/1999",""
"151",28,2010,540,"Teacher","Bachelor's Degree",1,11,"8/17/1999",""
"152",28,2011,540,"Teacher","Bachelor's Degree",1,12,"8/17/1999",""
"153",28,2012,540,"Teacher","Master's Degree",1,NA,"8/17/1999",""
"154",30,2004,520,"Teacher","Master's Degree",1,15,"1/20/1990",""
"155",30,2005,520,"Teacher","Master's Degree",1,1,"1/20/1990",""
"156",30,2006,520,"Teacher","Master's Degree",1,16,"1/20/1990",""
"157",30,2007,520,"Teacher","Master's Degree",1,17,"1/20/1990",""
"158",30,2008,520,"Teacher","Master's Degree",1,18,"1/20/1990",""
"159",30,2009,520,"Teacher","Master's Degree",1,19,"1/20/1990",""
"160",30,2010,520,"Teacher","Master's Degree",1,20,"1/20/1990",""
"161",30,2011,520,"Teacher","Master's Degree",1,21,"1/20/1990",""
"162",30,2012,520,"Teacher","Master's Degree",1,NA,"1/20/1990",""
"163",31,2008,9,"Substitute",NA,0,NA,"1/18/2008",""
"164",31,2009,460,"Teacher","Bachelor's Degree",1,1,"1/18/2008",""
"165",31,2010,460,"Teacher","Bachelor's Degree",1,2,"1/18/2008",""
"166",31,2011,576,"Teacher","Bachelor's Degree",1,3,"1/18/2008",""
"167",31,2011,460,"Teacher","Bachelor's Degree",1,3,"1/18/2008",""
"168",31,2012,460,"Teacher","Bachelor's Degree",1,NA,"1/18/2008",""
"169",32,2004,800,"Temp","Bachelor's Degree",0,NA,"8/3/2004",""
"170",32,2005,800,"Temp","Bachelor's Degree",0,NA,"8/3/2004",""
"171",32,2006,264,"Teacher","Bachelor's Degree",1,2,"8/3/2004",""
"172",32,2007,264,"Teacher","Bachelor's Degree",1,3,"8/3/2004",""
"173",32,2008,264,"Teacher","Bachelor's Degree",1,4,"8/3/2004",""
"174",33,2004,210,"Teacher","Master's Degree",1,16,"8/10/1989",""
"175",33,2005,210,"Teacher","Master's Degree",1,17,"8/10/1989",""
"176",33,2006,210,"Teacher","Master's Degree",1,17,"8/10/1989",""
"177",33,2007,210,"Teacher","Master's Degree",1,18,"8/10/1989",""
"178",33,2008,210,"Teacher","Master's Degree",1,19,"8/10/1989",""
"179",33,2009,210,"Teacher","Master's Degree",1,20,"8/10/1989",""
"180",33,2010,210,"Teacher","Master's Degree",1,21,"8/10/1989",""
"181",33,2011,210,"Teacher","Master's Degree",1,22,"8/10/1989",""
"182",33,2012,210,"Teacher","Master's Degree",1,NA,"8/10/1989",""
"183",34,2004,800,"Temp",NA,0,NA,"9/27/2003",""
"184",34,2005,800,"Temp","Bachelor's Degree",0,NA,"9/27/2003",""
"185",35,2007,206,"Teacher","Bachelor's Degree",1,17,"9/3/2006","4/1/2007"
"186",36,2004,590,"Teacher","Master's Degree",1,16,"5/6/1991",""
"187",36,2005,590,"Teacher","Master's Degree",1,17,"5/6/1991",""
"188",36,2006,590,"Teacher","Master's Degree",1,17,"5/6/1991",""
"189",36,2007,590,"Teacher","Master's Degree",1,18,"5/6/1991",""
"190",36,2008,590,"Teacher","Master's Degree",1,19,"5/6/1991",""
"191",36,2009,590,"Teacher","Master's Degree",1,20,"5/6/1991",""
"192",36,2010,590,"Teacher","Master's Degree",1,21,"5/6/1991",""
"193",36,2011,590,"Teacher","Master's Degree",1,22,"5/6/1991",""
"194",36,2012,590,"Teacher","Master's Degree",1,NA,"5/6/1991",""
"195",37,2006,9,"Substitute",NA,0,NA,"8/28/2005","8/16/2008"
"196",37,2007,222,"Teacher","Master's Degree",1,12,"8/28/2005","8/16/2008"
"197",37,2008,222,"Teacher","Master's Degree",1,12,"8/28/2005","8/16/2008"
"198",37,2010,222,"Teacher","Master's Degree",1,12,"9/2/2009","8/1/2011"
"199",37,2011,222,"Teacher","Master's Degree",1,12,"9/2/2009","8/1/2011"
"200",38,2004,22,"Teacher","Bachelor's Degree",1,2,"8/10/2004","8/5/2007"
"201",38,2005,22,"Teacher","Bachelor's Degree",1,3,"8/10/2004","8/5/2007"
"202",38,2006,22,"Teacher","Bachelor's Degree",1,3,"8/10/2004","8/5/2007"
"203",38,2007,22,"Teacher","Bachelor's Degree",1,4,"8/10/2004","8/5/2007"
"204",39,2008,288,"Teacher","Master's Degree",1,11,"11/6/2007",""
"205",39,2009,288,"Teacher","Master's Degree",1,12,"11/6/2007",""
"206",40,2004,35,"Teacher","Master's Degree",1,19,"8/28/1999",""
"207",40,2005,35,"Teacher","Master's Degree",1,20,"8/28/1999",""
"208",40,2006,35,"Teacher","Master's Degree",1,20,"8/28/1999",""
"209",40,2007,35,"Teacher","Master's Degree",1,21,"8/28/1999",""
"210",40,2008,35,"Teacher","Master's Degree",1,22,"8/28/1999",""
"211",40,2009,35,"Teacher","Master's Degree",1,23,"8/28/1999",""
"212",40,2010,35,"Teacher","Master's Degree",1,24,"8/28/1999",""
"213",40,2011,93,"Teacher","Master's Degree",1,25,"8/28/1999",""
"214",40,2012,93,"Teacher","Master's Degree",1,NA,"8/28/1999",""
"215",41,2010,525,"Teacher","Master's Degree",1,10,"9/6/2009","12/7/2010"
"216",41,2011,525,"Teacher","Master's Degree",1,11,"9/6/2009","12/7/2010"
"217",42,2010,282,"Teacher","Master's Degree",1,1,"9/21/2009",""
"218",42,2011,282,"Teacher","Master's Degree",1,2,"9/21/2009",""
"219",42,2012,282,"Teacher","Master's Degree",1,NA,"9/21/2009",""
"220",43,2004,285,"Teacher","Bachelor's Degree",1,20,"8/11/1985","8/28/2009"
"221",43,2005,285,"Teacher","Bachelor's Degree",1,1,"8/11/1985","8/28/2009"
"222",43,2006,285,"Teacher","Bachelor's Degree",1,22,"8/11/1985","8/28/2009"
"223",44,2004,315,"Teacher","Master's Degree",1,5,"8/17/2000",""
"224",44,2005,315,"Teacher","Master's Degree",1,6,"8/17/2000",""
"225",44,2006,315,"Teacher","Master's Degree",1,6,"8/17/2000",""
"226",44,2007,315,"Teacher","Master's Degree",1,7,"8/17/2000",""
"227",44,2008,315,"Teacher","Master's Degree",1,8,"8/17/2000",""
"228",44,2009,315,"Teacher","Master's Degree",1,9,"8/17/2000",""
"229",44,2010,315,"Teacher","Master's Degree",1,10,"8/17/2000",""
"230",44,2011,315,"Teacher","Master's Degree",1,11,"8/17/2000",""
"231",44,2012,315,"Teacher","Master's Degree",1,NA,"8/17/2000",""
"232",45,2010,540,"Teacher","Bachelor's Degree",1,4,"7/19/2009",""
"233",45,2011,540,"Teacher","Bachelor's Degree",1,5,"7/19/2009",""
"234",45,2012,540,"Teacher","Bachelor's Degree",1,NA,"7/19/2009",""
"235",46,2007,240,"Teacher","Bachelor's Degree",1,16,"9/14/1991",""
"236",46,2008,240,"Teacher","Bachelor's Degree",1,17,"9/14/1991",""
"237",46,2009,240,"Teacher","Bachelor's Degree",1,18,"9/14/1991",""
"238",46,2010,240,"Teacher","Bachelor's Degree",1,19,"9/14/1991",""
"239",46,2011,240,"Teacher","Bachelor's Degree",1,20,"9/14/1991",""
"240",46,2012,240,"Teacher","Bachelor's Degree",1,NA,"9/14/1991",""
"241",49,2007,244,"Teacher","Bachelor's Degree",1,1,"8/22/2006",""
"242",49,2008,244,"Teacher","Bachelor's Degree",1,2,"8/22/2006",""
"243",49,2009,244,"Teacher","Bachelor's Degree",1,3,"8/22/2006",""
"244",49,2010,244,"Teacher","Bachelor's Degree",1,4,"8/22/2006",""
"245",49,2011,244,"Teacher","Bachelor's Degree",1,5,"8/22/2006",""
"246",49,2012,244,"Teacher","Bachelor's Degree",1,NA,"8/22/2006",""
"247",50,2004,9,"Substitute",NA,0,NA,"8/28/2004",""
"248",50,2005,9,"Substitute",NA,0,NA,"8/28/2004",""
"249",50,2006,9,"Substitute",NA,0,NA,"8/28/2004",""
"250",50,2007,9,"Substitute",NA,0,NA,"8/28/2004",""
"251",50,2008,267,"Teacher","Bachelor's Degree",1,1,"8/28/2004",""
"252",50,2009,244,"Teacher","Bachelor's Degree",1,2,"8/28/2004",""
"253",50,2010,244,"Teacher","Bachelor's Degree",1,3,"8/28/2004",""
"254",50,2011,244,"Teacher","Bachelor's Degree",1,4,"8/28/2004",""
"255",50,2012,244,"Teacher","Bachelor's Degree",1,NA,"8/28/2004",""
"256",51,2009,261,"Teacher","Bachelor's Degree",1,7,"8/9/2008",""
"257",51,2010,261,"Teacher","Bachelor's Degree",1,8,"8/9/2008",""
"258",51,2011,261,"Teacher","Bachelor's Degree",1,9,"8/9/2008",""
"259",51,2012,261,"Teacher","Bachelor's Degree",1,NA,"8/9/2008",""
"260",53,2006,9,"Substitute",NA,0,NA,"1/18/2006",""
"261",53,2007,405,"Teacher","Bachelor's Degree",1,1,"1/18/2006",""
"262",53,2008,405,"Teacher","Bachelor's Degree",1,2,"1/18/2006",""
"263",53,2009,405,"Teacher","Bachelor's Degree",1,3,"1/18/2006",""
"264",53,2010,435,"Teacher","Bachelor's Degree",1,4,"1/18/2006",""
"265",53,2011,435,"Teacher","Bachelor's Degree",1,5,"1/18/2006",""
"266",53,2012,435,"Teacher","Bachelor's Degree",1,NA,"1/18/2006",""
"267",54,2004,800,"Temp","Bachelor's Degree",0,NA,"8/15/2003","8/12/2007"
"268",54,2005,800,"Temp","Bachelor's Degree",0,NA,"8/15/2003","8/12/2007"
"269",54,2006,490,"Teacher","Bachelor's Degree",1,4,"8/15/2003","8/12/2007"
"270",54,2007,490,"Teacher","Bachelor's Degree",1,4,"8/15/2003","8/12/2007"
"271",55,2004,540,"Teacher","Master's Degree",1,3,"4/20/2003",""
"272",55,2005,540,"Teacher","Master's Degree",1,3,"4/20/2003",""
"273",55,2006,540,"Teacher","Master's Degree",1,4,"4/20/2003",""
"274",55,2007,540,"Teacher","Master's Degree",1,5,"4/20/2003",""
"275",55,2008,540,"Teacher","Master's Degree",1,6,"4/20/2003",""
"276",55,2009,540,"Teacher","Master's Degree",1,7,"4/20/2003",""
"277",55,2010,475,"Teacher","Master's Degree",1,8,"4/20/2003",""
"278",55,2011,575,"Teacher","Master's Degree",1,9,"4/20/2003",""
"279",55,2012,575,"Teacher","Master's Degree",1,NA,"4/20/2003",""
"280",56,2004,265,"Teacher","Master's Degree",1,21,"8/17/1984",""
"281",56,2005,265,"Teacher","Master's Degree",1,22,"8/17/1984",""
"282",56,2006,265,"Teacher","Master's Degree",1,22,"8/17/1984",""
"283",56,2007,265,"Teacher","Master's Degree",1,23,"8/17/1984",""
"284",56,2008,265,"Teacher","Master's Degree",1,24,"8/17/1984",""
"285",56,2009,265,"Teacher","Master's Degree",1,25,"8/17/1984",""
"286",56,2009,580,"Teacher","Master's Degree",1,25,"8/17/1984",""
"287",56,2010,265,"Teacher","Master's Degree",1,26,"8/17/1984",""
"288",56,2010,530,"Teacher","Master's Degree",1,26,"8/17/1984",""
"289",56,2011,265,"Teacher","Master's Degree",1,27,"8/17/1984",""
"290",56,2011,530,"Teacher","Master's Degree",1,27,"8/17/1984",""
"291",56,2012,576,"Teacher","Master's Degree",1,NA,"8/17/1984",""
"292",56,2012,265,"Teacher","Master's Degree",1,NA,"8/17/1984",""
"293",57,2010,47,"Teacher","Master's Degree",1,18,"8/17/2004",""
"294",57,2011,430,"Teacher","Master's Degree",1,19,"8/17/2004",""
"295",57,2012,413,"Teacher","Master's Degree",1,NA,"8/17/2004",""
"296",58,2004,580,"Teacher","Master's Degree",1,20,"8/29/1985",""
"297",58,2005,580,"Teacher","Master's Degree",1,21,"8/29/1985",""
"298",58,2006,580,"Teacher","Master's Degree",1,21,"8/29/1985",""
"299",58,2007,580,"Teacher","Master's Degree",1,22,"8/29/1985",""
"300",58,2008,580,"Teacher","Master's Degree",1,23,"8/29/1985",""
"301",58,2009,580,"Teacher","Master's Degree",1,24,"8/29/1985",""
"302",58,2010,580,"Teacher","Master's Degree",1,25,"8/29/1985",""
"303",58,2011,580,"Teacher","Master's Degree",1,26,"8/29/1985",""
"304",58,2012,580,"Teacher","Master's Degree",1,NA,"8/29/1985",""
"305",59,2004,231,"Teacher","Bachelor's Degree",1,4,"8/7/2001","12/14/2005"
"306",59,2005,231,"Teacher","Bachelor's Degree",1,5,"8/7/2001","12/14/2005"
"307",59,2006,231,"Teacher","Bachelor's Degree",1,5,"8/7/2001","12/14/2005"
"308",61,2004,514,"Teacher","Bachelor's Degree",1,9,"8/5/1997",""
"309",61,2005,514,"Teacher","Bachelor's Degree",1,10,"8/5/1997",""
"310",61,2006,514,"Teacher","Bachelor's Degree",1,10,"8/5/1997",""
"311",61,2007,514,"Teacher","Bachelor's Degree",1,11,"8/5/1997",""
"312",61,2008,514,"Teacher","Bachelor's Degree",1,12,"8/5/1997",""
"313",61,2009,514,"Teacher","Bachelor's Degree",1,13,"8/5/1997",""
"314",61,2010,514,"Teacher","Master's Degree",1,14,"8/5/1997",""
"315",61,2011,514,"Teacher","Master's Degree",1,15,"8/5/1997",""
"316",61,2012,514,"Teacher","Master's Degree",1,NA,"8/5/1997",""
"317",62,2008,279,"Teacher","Master's Degree",1,5,"8/27/2007","8/15/2011"
"318",62,2009,279,"Teacher","Master's Degree",1,6,"8/27/2007","8/15/2011"
"319",62,2010,279,"Teacher","Master's Degree",1,7,"8/27/2007","8/15/2011"
"320",62,2011,279,"Teacher","Master's Degree",1,8,"8/27/2007","8/15/2011"
"321",63,2004,570,"Teacher","Bachelor's Degree",1,1,"9/30/1999",""
"322",63,2005,570,"Teacher","Bachelor's Degree",1,8,"9/30/1999",""
"323",63,2006,570,"Teacher","Bachelor's Degree",1,8,"9/30/1999",""
"324",63,2007,570,"Teacher","Bachelor's Degree",1,9,"9/30/1999",""
"325",63,2008,570,"Teacher","Bachelor's Degree",1,10,"9/30/1999",""
"326",63,2009,597,"Teacher","Bachelor's Degree",1,11,"9/30/1999",""
"327",63,2010,597,"Teacher","Bachelor's Degree",1,12,"9/30/1999",""
"328",63,2011,511,"Teacher","Master's Degree",1,13,"9/30/1999",""
"329",63,2012,511,"Teacher","Master's Degree",1,NA,"9/30/1999",""
"330",64,2004,250,"Teacher","Bachelor's Degree",1,14,"5/17/1997",""
"331",64,2005,250,"Teacher","Bachelor's Degree",1,15,"5/17/1997",""
"332",64,2006,250,"Teacher","Bachelor's Degree",1,16,"5/17/1997",""
"333",64,2007,250,"Teacher","Bachelor's Degree",1,17,"5/17/1997",""
"334",64,2008,250,"Teacher","Bachelor's Degree",1,18,"5/17/1997",""
"335",64,2009,250,"Teacher","Bachelor's Degree",1,19,"5/17/1997",""
"336",64,2010,250,"Teacher","Bachelor's Degree",1,20,"5/17/1997",""
"337",64,2011,250,"Teacher","Bachelor's Degree",1,21,"5/17/1997",""
"338",64,2012,250,"Teacher","Bachelor's Degree",1,NA,"5/17/1997",""
"339",65,2008,276,"Classroom Assistant",NA,0,NA,"8/18/2007",""
"340",65,2009,213,"Classroom Assistant",NA,0,NA,"8/18/2007",""
"341",65,2010,213,"Classroom Assistant",NA,0,NA,"8/18/2007",""
"342",66,2007,9,"Substitute",NA,0,NA,"10/6/2006","7/2/2009"
"343",66,2008,490,"Teacher","Master's Degree",1,1,"10/6/2006","7/2/2009"
"344",66,2009,490,"Teacher","Master's Degree",1,2,"10/6/2006","7/2/2009"
"345",67,2004,430,"Teacher","Master's Degree",1,12,"9/10/1999",""
"346",67,2005,430,"Teacher","Master's Degree",1,13,"9/10/1999",""
"347",67,2006,430,"Teacher","Master's Degree",1,13,"9/10/1999",""
"348",67,2007,430,"Teacher","Master's Degree",1,14,"9/10/1999",""
"349",67,2008,430,"Teacher","Master's Degree",1,15,"9/10/1999",""
"350",67,2009,430,"Teacher","Master's Degree",1,16,"9/10/1999",""
